line,label
jus added anotha 26 peo 2 myspace...feels good...i'm hotter than this nice chicago weather right now...get at me!!! ,4
It's 8:40am... I've been awake for nearly 2 hours ,0
guess I should go buy some groceries.  Hmmm grocery shopping on a saturday night.  How exciting is that?  ,4
@theajp Glad you enjoyed it mate. Any more gigs lined up in the near future? None on the horizon for me at the mo ,0
"is downtown with Brandon, Jerrod and Rudy...3 of my favorite guys ",4
Having that special someone is the BEST feeling in the world! This is what we search for our whole lives and to have it...WHOA! ,4
@enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here. ,0
Getting a nice nights sleep tonight! Sleeping in tomorrow too!!  Considering going home...no decisions yet t,4
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,0
"out for the night with nikki, stacy, riley, and rileys roomie..fabulous! @PaulaAbdul feel better ",4
"This earthquake in italy has me sadden.  it's only three hours away from naples, where my family is ",0
My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot ,0
is extremely hungry ,0
"Debating if I should just shower now, so I can sleep a little later tomorrow ",0
Yay! I got the new Lady Gaga cd ,4
@amiestuart Not really sure I need to think about granny &quot;tweein'&quot;   LOL,4
@yayfuckbuddies haha I would but you won't ,0
Let's hope the sore throat clears up before the break and is not a pre-cursor to illness over the holidays ,0
i need new glasses...mines is hangnon 1 arm ,0
Ooh! Just hit 200 following/150 followers  Thanks guys.,4
Finally got home. I won my first game of settlers of catan ever! Good night everyone. ,4
"i should be sleeping, i have a stressed out week coming to me. ",0
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,0
@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,0
@CourtneySit I do that every  day . excuses. ,4
@kristinfinley ur phone and its breaking disease has spread to my phone it doesnt ring any more  just flashes agh only one moth till a ...,0
can't upload my pic ,0
@innocentdrinks COKE!? 20% minority stake? Really? Not April Fool? Can you give it back? So depressing. You were a favourite brand. Sad ,0
"@trmj Hey, ur on twitter now. Cool. Great seeing u last weekend. As always, great show!  ",4
@AnuTreat I'm hoping the drugs kick in soon. I'll be fine!  I hope you feel better after what happened in SA. :/,4
@wiLkAwAii follow ko wilca b! asta pud si @ladysenorin ,4
@MrBigglesrox hey emily you lie!!! meanie   ,0
I don't feel so hot.... ,0
@danger_skies  thank you ,4
@haedae haylee thats so cute! i want to see a picture of your pretty dress tooo girl ,4
"@daNanner aw, sorry to hear that. ",0
"All around great day. Thnk you @DerekSanders for a great acoustic set  goodnight twitter, sry again people who I didn't text back earlier",4
"@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!",0
JUST realized im talking to no one... ,0
"@tracysuzanne while neither confirming or denying anything, if (emphasize &quot;if&quot;) I were up to anything, its with the best of intentions ",4
"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",0
wants to go to easterfest ,0
"@GrammarPolice09 It's a play on words Mister Officer Sir! iamdiddy, iampritty...get it?  I know my rights.",4
And somehow I still end up in this place ,0
Notice how similar the walking styles of Emirati men in konduras is to that portrayed in Freej? ,4
"@alenakristina Oooooh I love it!! Sorry I can't help  if you can't find it, I probably wont be able to find it because, well, you know...",0
my facebook is Fucked. ,0
@Emilyx Is re-reading Thee reply! ,4
Is not going to sleep tonite. ,0
"i wanna see twilight again. love it, but i don't have the dvd.  oh well... guess i surive.",0
@lcfrankie yes i had a wonderful day  but i can't help but wish that our prom was tonight instead of our mothers lol,4
@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!,0
@HouseofSpain you should!!! No seriously you should ,4
doesn't want him to go ,0
He's on twitter- that's how I found out.  great concept. It's worth the cash.,4
@StorageMonkeys  seriously though...maybe i missed it but i am totally baffled,4
i cant sleep ugghhh ,0
Wow pushing stedt at the hospital with his dislocated arm. I love being drunk ,4
@jpfurry poor john  this is what happens when you play with fruit and a microwave! Seriously though HAVE you seen a doctor?? Xxx,0
back in bed.  we're pathetic.  but i kinda like it.....alot ,4
@WBTV_News Help  STOP New Bill That Will Close Your Local Pawnshop and END CREDIT for Needy Americans! http://savemypawnshop.com/,4
They don't get hyphy on the east coast  ...even to E40,0
I don't like the previously on skins thing that starts at season two. I like it when it went straight into the intro like before ,0
SOOO ONLY @ScottishFox would have a nibble..none else would eat me if i were made of chocolate.. i find that quite strange.. more for me ,4
@KyleJ216 the pic is mad funny  AWSOME!!!,4
I've been craigslisting it. Onward &amp; upward with the apt search. ,4
Maybe because this is the first time they worked on something like Visual Studio or wrote something real ,4
EWBFF is on. Loliver bickering/fighting...then tomorrow their love is made public... ,4
w/ every person there. I didn't get a pic  my phone died but he signed my shirt so amazing words cannot describe should've skipped mel lol,0
@runkeeper I'll be there after 1! ,4
' going to bed. shopping tomorrow. nsn / ftsk mondaaay. ,4
@sarmar I guess I'm out of funny ,0
is sad because there was another earthquake in italy.. ,0
@o0Leanne0o I think it can become a bit addictive ,4
@chordsy - why am I the last to find out about these things? Like that you're on the twitter too. ,0
"@tomwellingtweet ok, have a great night, too ",4
"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",0
"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday ",0
"Observe &amp; Report was premiering at the Chinese Theater I was driving by slowly but only saw the reporters &amp; red carpet, no stars ",0
@alyankovic Wierd Yanktosky was an early toss.... ,4
thanks chaffie... thousand apologies. please fogive me 4 i have sinned. ,0
@Jenocide312 Welcome my dear... and it's about damn time! ,4
this twitter thing is confusing me ,4
is watching gossip girl. xoxo ,4
Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ,0
"One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. ",0
I am out now tweeps. Off to bed for me. Goodnight all! Dream loud. ,4
"@SquashBlossom Flowers, too!  I kill everything.  &quot;Tag along&quot; = try to grow stuff to and ask for your guidance or see your set up. ",4
"@RobertPattz Did you eat sth really good?Sorry,i wanted to change some crazy words with you  but i am utterly out of order..its 1:00 am",4
@stephenkruiser You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,0
@Unholyknight so did your mom last night.  brb while I figure out whether I just burned you or myself the most.,0
@arlenecd PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!! LOL! ,0
"Perfectly ripe and fresh banana goes in the bag.. Arrive at office, it looks like it has been hit by a freight train. Poor banana ",0
Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile.,0
@Jonasbrothers i love you guys so much.  keep doing what your doing. thank you for everything.  (august 25 ftw!),4
"This is my first twitter - how exciting! Kevin you are my only follower, so you are the only one to see this  I'm snowed in.",4
In this day and age doctors shouldn't take this long with results ,0
Chicken nuggets and kool aid. Midnight snack  perfect,4
Cookin because its a nice day out....grill time ,4
"one week down, only one to go. why do the holidays have to go so fast? winter term coming, yummy ",4
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,0
"@forces2 No! Easy concept, eugenics. Just think... Nazi breeding programme. ",4
my birthday today. feel so old ,0
@Raznwlvs the pics are beautiful! thank you for sharing them!  ,4
"I'm cleaning up my room tonight, top to bottom. I finally have both the time AND motivation. Pizza, music, laundry, and organizing! ",4
I'm home! ,4
"|H|ouse made me sad. Oh, Kutner ",0
@RetroRewind what do u have him on speed dial? ,4
time to cuddle in bed ,4
"I'm over it, but accutely aware that only Bob will ever know that ",0
@antlove2k3 Thanks for joining ,4
"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",0
"@saamx  thanks, you too&lt;3",0
@krist0ph3r thats damn sad   hope things will be fine after gud lunch...,0
@cyberczar You have a strange mind. ,4
HELP! I need a new boyfriend... I'm stuck in a rut ,0
"Coffee &amp; Carrot Cake Slices... Mmm, still lost for ideas for art    help!",0
my poor little girl has a baaaad rash on her bum and isnt feeling good ,0
@salancaster  hope your ok.,0
has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!,0
@maddyVA Thanks a lot. Learned a lot of new words but didn't find what I was looking for. ,0
@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,0
flu shot.. ouch ,0
"@drval ha ha Thanks for sharing!  Well, I suppose you could use the extra time as vacation ",4
@BillohBill &quot;projectile&quot; very clever warpig ,4
@iamjersey its just so tempting though ,4
"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! ",0
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,0
"Fifteen, twenty years later, my brother is still wearing surf shop shirts that he's never been to ",4
someone direct message me  follow me peoples,4
Synching my contacts from my old mobile to iPhone. Import does not work well ,0
"@richbrown and by emptied, you mean eaten, right? ",4
"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing.",0
misses David actually ,0
I love Chicago- 4 for 4 with sports today!!!! Go hawks and Cubbies! Ok and Bulls and Sox  Liddell retire already btw!,4
"@Jillzarin Jill...hope Ginger will be OK.  My Shih Tzu, Lucy and I are sending feel better wishes!!  ",4
satuuuuurday night ,4
@mmaetighe thank you soo much!! that is very sweet. brightened my mood ,4
"It was fun to watch US Ambassador Mr. Hume, Nadine Chandrawinata, Nugie, n Krisna Mukti get down n dirty to clean up the mangrove forest ",4
watching the roadworks develop outside the office that'll make me late for the next 10 weeks  #fb,0
@TheBlondeTheory  ditch in another parish. Some really sick people in this world. ,0
I am tellin you...1 more hour of super linkin (meanin I am bout to keep promoting  your twitter...cus I want you to promote me   love),4
Warriors u can do it ,4
Hoping that NOTHING going right today so far means that tomorrow will go FAWLESSLY! ,4
body clock still up the chuffer..note never ever stay up late again -also afro is back ,0
@jason328 Thanks ,4
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",0
Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?,0
@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,0
"@PandaDementia Aww  I just seem to be getting worse  Stupid doctor wont do anything till I see specialist, which is a month away =(",4
@PenutHeadJo knock them all out ,4
@BizAvWeekly Copy! And Wilco! See you on Monday Afternoon! ,4
Finally going to sleep and waking up early to study ,0
